name,url,İşlemci_Modeli,price,id,brand,Kullanım_Amacı,Ekran_Boyutu,Çözünürlük,Çözünürlük_Standartı,Panel_Tipi,Ekran_Yenileme_Hızı,Ekran_Kartı_Tipi,Ekran_Kartı,Ekran_Kartı_Hafızası,Maksimum_İşlemci_Hızı,Ram,SSD,İşlemci_Çekirdek_Sayısı,Temel_İşlemci_Hızı,Parmak_İzi_Okuyucu,İşletim_Sistemi
"15"" MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU. 24. 512 SSD - Gece Yarısı",https://www.trendyol.com/apple/15-macbook-air-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-24-512-ssd-gece-yarisi-p-904728384?boutiqueId=681310&merchantId=968,Apple M4,75549,904728384,Apple,Ofis - İş,15.6 inç,2880 x 1800,Ultra HD 4K (UHD),,60,Dahili,Dahili Ekran Kartı,1.0,,24,512,10,,,Mac Os
"255 G9 AMD Ryzen 5 5625U 32 1 SSD 15.6"" FHD W11 Taşınabilir Bilgisayar",https://www.trendyol.com/hp/255-g9-amd-ryzen-5-5625u-32-1--ssd-15-6-fhd-w11-tasinabilir-bilgisayar-p-920749616?boutiqueId=61&merchantId=334898,5625U,19999,920749616,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,AMD Radeon Graphics,1.0,4.3,32,1,6,2.3,Yok,Windows
"Thın 15 B12ucx-2634xtr I5-12450h 8 512 Ssd 4 Rtx2050 15.6"" Dos",https://www.trendyol.com/msi/thin-15-b12ucx-2634xtr-i5-12450h-8-512-ssd-4-rtx2050-15-6-dos-p-874810198?boutiqueId=61&merchantId=623054,12450H,25549,874810198,MSI,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),TN,144,Harici,Nvidia GeForce RTX 2050,4.0,4.4,8,512,8,3.3,,Free Dos (İşletim Sistemi Yok)
"16"" MacBook Pro: Apple M4 Pro chip with 14‑core CPU and 20‑core GPU. 24. 512 SSD - Gümüş",https://www.trendyol.com/apple/16-macbook-pro-apple-m4-pro-chip-with-14-core-cpu-and-20-core-gpu-24-512-ssd-gumus-p-872448751?boutiqueId=681310&merchantId=968,,101849,872448751,Apple,Ofis - İş,16.2 inç,3456 x 2234,,,120,Dahili,Dahili Ekran Kartı,1.0,,24,512,14,,Yok,Mac Os
"Vivobook 15 X1504ZA-NJ247 i7-1255U 32 1 SSD 15.6"" FHD Win11 Laptop - Wz Çanta Wz04",https://www.trendyol.com/asus/vivobook-15-x1504za-nj247-i7-1255u-32-1-ssd-15-6-fhd-win11-laptop-wz-canta-wz04-p-860731032?boutiqueId=61&merchantId=339221,1255U,26999,860731032,ASUS,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel UHD Graphics,1.0,4.7,32,1,10,1.7,Yok,Windows
"MODERN 14 i7 1255U 16 512 SSD Freedos 14"" FHD IPS C12MO1039XTRF01+ZETTAÇNT",https://www.trendyol.com/msi/modern-14-i7-1255u-16-512-ssd-freedos-14-fhd-ips-c12mo1039xtrf01-zettacnt-p-849273381?boutiqueId=61&merchantId=557390,1255U,24999,849273381,MSI,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,,16,512,10,2,,Free Dos (İşletim Sistemi Yok)
Nirvana S100 Core i5-13420H-16 DDR5-RAM 250 SSD Freedos Laptop S100.1342-BU00X-G-F,https://www.trendyol.com/casper/nirvana-s100-core-i5-13420h-16-ddr5-ram-250-ssd-freedos-laptop-s100-1342-bu00x-g-f-p-898617958?boutiqueId=61&merchantId=114258,13420H,19699,898617958,CASPER,Ofis - İş,16 inç,1920 x 1200,FHD+,IPS,60,Dahili,Intel Graphics,1.0,4.6,16,250,8,2.1,Var,Free Dos (İşletim Sistemi Yok)
TUF Gaming A15 FA506NC-HN048 Ryzen 5 7535HS 8 RAM 512 SSD 4 RTX3050 15.6 inç FHD 144,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nc-hn048-ryzen-5-7535hs-8-ram-512-ssd-4-rtx3050-15-6-inc-fhd-144-p-804080592?boutiqueId=61&merchantId=820455,7535HS,31597.7,804080592,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,144,Harici,Nvidia GeForce RTX 3050,4.0,,8,512,6,,,Free Dos (İşletim Sistemi Yok)
ThinkPad E580 Intel Core i5-8250U UHD Graphics 620 15.6”  256 SSD Full HD Notebook,https://www.trendyol.com/lenovo/thinkpad-e580-intel-core-i5-8250u-uhd-graphics-620-15-6-256-ssd-full-hd-notebook-p-923078420?boutiqueId=61&merchantId=691754,8250U,12100,923078420,LENOVO,Ofis - İş,,1920 x 1280,,,,Dahili,Intel UHD Graphics 620,1.0,,8,256,4,1.6,,
"18"" UHD RAIDER 18 Hx AI A2XWJG-215TR ULTRA 9 285Hx-64 DDR5 RAM-24 RTX5090-4 NVME-W11H",https://www.trendyol.com/msi/18-uhd-raider-18-hx-ai-a2xwjg-215tr-ultra-9-285hx-64-ddr5-ram-24-rtx5090-4-nvme-w11h-p-938434960?boutiqueId=61&merchantId=162201,1000M,344200,938434960,MSI,Ofis - İş,15.6 inç,1920 x 1080,FHD+,,60,Dahili,Intel Iris Pro Graphics,1.0,,8,256,10,,,Free Dos (İşletim Sistemi Yok)
"ZenBook Q415MA-U00TT Ultra5 125H 8 512SSD 14"" FHD+ Touch W11H Dizüstü Bilgisayar",https://www.trendyol.com/asus/zenbook-q415ma-u00tt-ultra5-125h-8-512ssd-14-fhd-touch-w11h-dizustu-bilgisayar-p-891712383?boutiqueId=61&merchantId=106664,125H,31588,891712383,ASUS,Ofis - İş,14 inç,1920 x 1200,WUXGA,OLED,60,Dahili,Intel Arc Graphics,1.0,4.5,8,512,14,1,Yok,Windows
V15 G4 Abp Amd Ryzen 7 7730u 16 512 Ssd 15.6'' Fhd Freedos 82yy0012tr 165,https://www.trendyol.com/lenovo/v15-g4-abp-amd-ryzen-7-7730u-16--512--ssd-15-6-fhd-freedos-82yy0012tr-165-p-890673969?boutiqueId=61&merchantId=107007,7730U,16785,890673969,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,AMD Radeon Graphics,1.0,4.5,16,512,8,2,Yok,Free Dos (İşletim Sistemi Yok)
"Deputy P60 Md62748 Intel Core I7-13620h 16 1 Ssd Rtx4070 Freedos 15.6"" Fhd 144 Oyun Bil",https://www.trendyol.com/erazer/deputy-p60-md62748-intel-core-i7-13620h-16-1-ssd-rtx4070-freedos-15-6-fhd-144-oyun-bil-p-896791707?boutiqueId=61&merchantId=124551,13620H,50513.1,896791707,Erazer,Oyun,17 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4070,8.0,4.9,16,1,10,3.6,,Free Dos (İşletim Sistemi Yok)
"Thin 15 2420TR i5 12450H 32 1 SSD RTX2050 15.6"" FHD 144 Win11 - Webzone Çanta WZ03",https://www.trendyol.com/msi/thin-15-2420tr-i5-12450h-32-1-ssd-rtx2050-15-6-fhd-144-win11-webzone-canta-wz03-p-881933942?boutiqueId=61&merchantId=339221,12450H,30999,881933942,MSI,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 2050,4.0,4.4,32,1,8,,,Windows
"Victus 16-S0065NT 8W8A7EA AMD Ryzen 7-7840HS 32 RAM 1 SSD 8 RTX 4070 16.1"" FHD FreeDOS Mavi",https://www.trendyol.com/hp/victus-16-s0065nt-8w8a7ea-amd-ryzen-7-7840hs-32-ram-1-ssd-8-rtx-4070-16-1-fhd-freedos-mavi-p-770054791?boutiqueId=61&merchantId=467452,7840HS,55499,770054791,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4070,8.0,,32,1,8,3.8,,Free Dos (İşletim Sistemi Yok)
"LOQ 15ırx9 Intel Core i7-13650HX 16 512 SSD Nvidia Geforce Rtx 4060 8 Gddr6 15.6"" FHD 1",https://www.trendyol.com/lenovo/loq-15irx9-intel-core-i7-13650hx-16-512-ssd-nvidia-geforce-rtx-4060-8-gddr6-15-6-fhd-1-p-929850840?boutiqueId=61&merchantId=107870,13650HX,49999,929850840,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,Nvidia GeForce RTX 4060,1.0,4.9,16,512,4,,,Windows
"TUF A15-FA506NC-HN047W Gaming PC 15.6"" Ryzen5 7535HS 3.3 8 512 SSD RTX3050 Intel®UHD",https://www.trendyol.com/asus/tuf-a15-fa506nc-hn047w-gaming-pc-15-6-ryzen5-7535hs-3-3-8-512-ssd-rtx3050-intel-uhd-p-896631647?boutiqueId=61&merchantId=161002,7535HS,29619,896631647,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,4.0,4.5,8,512,8,3.3,,Windows
"IdeaPad 1/ AMD Ryzen 5 5500U/ 8 Ram/ 512 SSD/ 15.6""/ W11/ Laptop 82R400QCTX",https://www.trendyol.com/lenovo/ideapad-1-amd-ryzen-5-5500u-8-ram-512-ssd-15-6-w11-laptop-82r400qctx-p-762026638?boutiqueId=61&merchantId=153128,7520U,13547.3,762026638,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,165,Dahili,AMD Radeon Graphics,1.0,4.3,8,512,4,2,Yok,Windows
"IdeaPad 1 15ALC7 82R400F1TR-03 R7-5700U 16 256 SSD 15.6"" FreeDos Taşınabilir Bilgisayar",https://www.trendyol.com/lenovo/ideapad-1-15alc7-82r400f1tr-03-r7-5700u-16-256-ssd-15-6-freedos-tasinabilir-bilgisayar-p-782553729?boutiqueId=61&merchantId=106198,5700U,14399,782553729,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,AMD Radeon Graphics,1.0,,16,256,8,2,Yok,Free Dos (İşletim Sistemi Yok)
Cyborg 15 A13vf-894xtr I7-13620h 16 1 Ssd 8 Rtx4060 45w 15.6 Fhd 144 Freedos,https://www.trendyol.com/msi/cyborg-15-a13vf-894xtr-i7-13620h-16-1-ssd-8-rtx4060-45w-15-6-fhd-144-freedos-p-822531512?boutiqueId=61&merchantId=711017,13620H,44999,822531512,MSI,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,4.9,16,1,16,2.4,,Free Dos (İşletim Sistemi Yok)
"Vivobook Go 15 Ryzen 3 7320u 8 512 Ssd 15.6"" Freedos E1504fa-nj289",https://www.trendyol.com/asus/vivobook-go-15-ryzen-3-7320u-8-512--ssd-15-6-freedos-e1504fa-nj289-p-745569218?boutiqueId=61&merchantId=104683,7320U,12499,745569218,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,AMD Radeon Graphics,1.0,4.3,8,512,4,2.8,Yok,Free Dos (İşletim Sistemi Yok)
Excalibur i5 13420H 16 RAM 500 NVMe SSD GEN4 8 RTX4060 Dos Gaming Laptop G870.1342-BVB0X-B,https://www.trendyol.com/casper/excalibur-i5-13420h-16-ram-500-nvme-ssd-gen4-8-rtx4060-dos-gaming-laptop-g870-1342-bvb0x-b-p-672161051?boutiqueId=61&merchantId=114258,13420H,40499,672161051,CASPER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,4.6,16,500,8,2.1,,Free Dos (İşletim Sistemi Yok)
"Victus Gaming 16-R1012NT 9J1K2EA İ7-14700HX 32 1 SSD 8 RTX4070 240 QHD 16.1"" Freedos",https://www.trendyol.com/hp/victus-gaming-16-r1012nt-9j1k2ea-i7-14700hx-32--1-ssd-8-rtx4070-240-qhd-16-1-freedos-p-797540067?boutiqueId=61&merchantId=154426,14700HX,74999,797540067,HP,Oyun,16.1 inç,2560 x 1440,QHD,IPS,240,Harici,Nvidia GeForce RTX 4070,8.0,5,32,1,20,4,,Free Dos (İşletim Sistemi Yok)
"VIVOBOOK 15 i5-1335U 24 RAM 1 SSD 15.6"" Windows 11 Pro X1504VA-NJ1423 K19",https://www.trendyol.com/asus/vivobook-15-i5-1335u-24-ram-1-ssd-15-6-windows-11-pro-x1504va-nj1423-k19-p-899592385?boutiqueId=61&merchantId=153128,1355U,18851.3,899592385,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,Dahili Ekran Kartı,1.0,,24,1,,,,Windows
"Rog Strıx G16 G614ju-n3195 Intel I7-13650hx 16 Ddr5 512 Ssd 6 Rtx4050 16"" Wuxga 165 Dos",https://www.trendyol.com/asus/rog-strix-g16-g614ju-n3195-intel-i7-13650hx-16-ddr5-512-ssd-6-rtx4050-16-wuxga-165-dos-p-661623406?boutiqueId=61&merchantId=1007811,13650HX,58699,661623406,ASUS,Oyun,16 inç,1920 x 1200,WUXGA,IPS,165,Harici,Nvidia GeForce RTX 4050,6.0,4.9,16,512,14,2.6,,Free Dos (İşletim Sistemi Yok)
"CYBORG 15 A13VF-896XTR Intel Core i5 13420H 16 512 SSD RTX4060 15.6"" FHD 144 W11HOME",https://www.trendyol.com/msi/cyborg-15-a13vf-896xtr-intel-core-i5-13420h-16-512--ssd-rtx4060-15-6-fhd-144-w11home-p-854191037?boutiqueId=61&merchantId=141868,13450HX,36989,854191037,MSI,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),TN,144,Harici,Nvidia GeForce RTX 4060,8.0,4.6,16,512,8,2,,Windows
"Rog Zephyrus G16 GU605CR-QR204 Ultra9 285HX 32 2 SSD RTX5070Ti-12 Dos 16"" 240 WQXGA",https://www.trendyol.com/asus/rog-zephyrus-g16-gu605cr-qr204-ultra9-285hx-32-2-ssd-rtx5070ti-12-dos-16-240-wqxga-p-902006274?boutiqueId=61&merchantId=106740,285H,136449,902006274,ASUS,Oyun,16 inç,2560 x 1600,WQXGA,OLED,240,Harici,Nvidia GeForce RTX 5070 Ti,12.0,5,32,2,16,2.9,,Free Dos (İşletim Sistemi Yok)
"Matebook D16 2024 Intel Core i5 12450H 8 512 SSD Freedos 16"" IPS Taşınabilir Bilgisayar",https://www.trendyol.com/huawei/matebook-d16-2024-intel-core-i5-12450h-8-512-ssd-freedos-16-ips-tasinabilir-bilgisayar-p-848708418?boutiqueId=61&merchantId=141868,12450H,21708,848708418,Huawei,Ofis - İş,16 inç,1920 x 1200,Full HD (FHD),IPS,,Dahili,Intel UHD Graphics,1.0,,8,512,8,2,Yok,Free Dos (İşletim Sistemi Yok)
LOQ 15ARP9 83JC006ATRv3 Ryzen 7-7435HS 32 1 RTX4050 15.6 inç FHD FreeDos Gaming Laptop,https://www.trendyol.com/lenovo/loq-15arp9-83jc006atrv3-ryzen-7-7435hs-32-1-rtx4050-15-6-inc-fhd-freedos-gaming-laptop-p-835466630?boutiqueId=61&merchantId=105369,,39909,835466630,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.7,32,1,8,3.3,,Free Dos (İşletim Sistemi Yok)
"Extensa 15 Intel Core I5 1235U 16 512 SSD W11 HOME 15.6"" Fhd  NX.EGYEY.00 MH13",https://www.trendyol.com/acer/extensa-15-intel-core-i5-1235u-16--512--ssd-w11-home-15-6-fhd-nx-egyey-00-mh13-p-808912937?boutiqueId=61&merchantId=917738,1235U,15299,808912937,ACER,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),,60,Dahili,Intel UHD Graphics,1.0,,16,512,10,2,Yok,Windows
"Inspiron 15.6"" FHD Notebook 3520/Core i5-1235U/16/512 SSD Dizüstü Bilgisayar",https://www.trendyol.com/dell/inspiron-15-6-fhd-notebook-3520-core-i5-1235u-16-512-ssd-dizustu-bilgisayar-p-922414080?boutiqueId=61&merchantId=839693,1235U,15951,922414080,Dell,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,Dahili Ekran Kartı,,,16,512,10,,,Linux
"Ideapad Gamıng 3 Intel Core I5 10300h 8 512 Ssd Gtx 1650ti Freedos 15.6"" Fhd 81y400xstx",https://www.trendyol.com/lenovo/ideapad-gaming-3-intel-core-i5-10300h-8-512-ssd-gtx-1650ti-freedos-15-6-fhd-81y400xstx-p-668729600?boutiqueId=61&merchantId=655835,10300H,53999,668729600,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,120,Harici,Nvidia GeForce GTX1650 Ti,4.0,4.5,8,512,4,3,,Free Dos (İşletim Sistemi Yok)
"Nirvana Ryzen 5 7430U 16 RAM 1 NVMe SSD Freedos Laptop 15.6"" X600.7430-BF00X-G-F",https://www.trendyol.com/casper/nirvana-ryzen-5-7430u-16-ram-1-nvme-ssd-freedos-laptop-15-6-x600-7430-bf00x-g-f-p-893543896?boutiqueId=61&merchantId=114258,7430U,16959,893543896,CASPER,Ofis - İş,15.6 inç,1920 x 1080,FHD+,IPS,60,Dahili,AMD Radeon Graphics,1.0,4.3,16,1,6,2.3,Yok,Free Dos (İşletim Sistemi Yok)
"Cyborg 15 A13VF3 i7-13620H 32 1 SSD RTX4060/8 15.6"" FHD 144 W11H & PER4 ÇANTA",https://www.trendyol.com/msi/cyborg-15-a13vf3-i7-13620h-32-1-ssd-rtx4060-8-15-6-fhd-144-w11h-per4-canta-p-865160872?boutiqueId=61&merchantId=609867,13620H,55999,865160872,MSI,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,4.9,32,1,16,1.8,,Windows
Tuf Gaming F15 Fx507vv-lp243 Intel Core I7 13620h 16 512 Ssd Rtx 4060-140watt 144 Dos,https://www.trendyol.com/asus/tuf-gaming-f15-fx507vv-lp243-intel-core-i7-13620h-16--512--ssd-rtx-4060-140watt-144--dos-p-811392968?boutiqueId=61&merchantId=106740,13620H,51299,811392968,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,4.9,16,512,10,2.4,,Free Dos (İşletim Sistemi Yok)
Swift 3 Nx.ab1ey.00c Amd Ryzen7 5700u 16 512 Ssd Amd Radeon Dos 14'' Fhd 60 Gümüş Notebook,https://www.trendyol.com/acer/swift-3-nx-ab1ey-00c-amd-ryzen7-5700u-16-512-ssd-amd-radeon-dos-14-fhd-60--gumus-notebook-p-867246453?boutiqueId=61&merchantId=106740,,17399,867246453,ACER,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,AMD Radeon Graphics,1.0,4.3,16,512,4,3,Yok,Linux
Excalibur i5 13420H 32 RAM 1 NVMe SSD GEN4 6 RTX4050 Dos Gaming Laptop G870.1342-DFA0X-C,https://www.trendyol.com/casper/excalibur-i5-13420h-32-ram-1-nvme-ssd-gen4-6-rtx4050-dos-gaming-laptop-g870-1342-dfa0x-c-p-672168438?boutiqueId=61&merchantId=114258,13420H,38899,672168438,CASPER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,165,Harici,Nvidia GeForce RTX 4050,6.0,4.6,32,1,8,2.1,,Free Dos (İşletim Sistemi Yok)
"Macbook Air 13.6"" M2 8c Cpu 10c Gpu 8 512 Ssd Gece Yarısı",https://www.trendyol.com/apple/macbook-air-13-6-m2-8c-cpu-10c-gpu-8--512--ssd-gece-yarisi-p-341826642?boutiqueId=61&merchantId=451837,,37449,341826642,Apple,Ofis - İş,13 inç,2550 x 1600,Ultra HD 4K (UHD),,,Dahili,M2 8 Çekirdekli,1.0,4.2,,,,,Yok,Mac Os
Vostro 3530 i5-1334U 16 512 SSD 15.6 FHD Ubuntu N3409PVNB3530-UBU-16,https://www.trendyol.com/dell/vostro-3530-i5-1334u-16-512-ssd-15-6-fhd-ubuntu-n3409pvnb3530-ubu-16-p-881055720?boutiqueId=61&merchantId=105378,1335U,16669,881055720,Dell,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),VA,120,Dahili,Dahili Ekran Kartı,1.0,4.6,16,512,10,3.4,Yok,Linux
"IdeaPad 3 15IAU7 Intel Core i3 1215U 24 256 SSD Windows 11 Home 15.6"" 82RK00YATXA49",https://www.trendyol.com/lenovo/ideapad-3-15iau7-intel-core-i3-1215u-24-256-ssd-windows-11-home-15-6-82rk00yatxa49-p-812253745?boutiqueId=61&merchantId=557390,1215U,14499,812253745,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel UHD Graphics,1.0,4.4,24,256,6,3,Yok,Windows
"Rog Strix G16 G614pr-rv052 Ryzen 9 8940hx 32 1 Ssd Rtx5070ti-12 Dos 16"" 165 Wuxga Notebook",https://www.trendyol.com/asus/rog-strix-g16-g614pr-rv052-ryzen-9-8940hx-32-1-ssd-rtx5070ti-12-dos-16-165-wuxga-notebook-p-902005744?boutiqueId=61&merchantId=106740,8940HX,97449,902005744,ASUS,Oyun,16 inç,1920 x 1200,WUXGA,IPS,165,Harici,Nvidia GeForce RTX 5070 Ti,12.0,5,32,1,16,2.5,,Free Dos (İşletim Sistemi Yok)
"Nirvana S100 16"" 300NIT Core i5-13420H 16 DDR5 RAM 1 NVME SSD Dos Laptop S100.1342-BF00X-G-F",https://www.trendyol.com/casper/nirvana-s100-16-300nit-core-i5-13420h-16-ddr5-ram-1-nvme-ssd-dos-laptop-s100-1342-bf00x-g-f-p-898617923?boutiqueId=61&merchantId=114258,13420H,21999,898617923,CASPER,Ofis - İş,16 inç,1920 x 1200,FHD+,IPS,60,Dahili,Intel Graphics,1.0,4.6,16,1,8,2.1,Var,Free Dos (İşletim Sistemi Yok)
"Victus/Intel Core i5 13420H/16 RAM/512 SSD/RTX3050/15.6""/W11/Laptop B7TG8EA",https://www.trendyol.com/hp/victus-intel-core-i5-13420h-16--ram-512--ssd-rtx3050-15-6-w11-laptop-b7tg8ea-p-936508945?boutiqueId=61&merchantId=275331,13420H,30000,936508945,HP,,15.6 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Nvidia GeForce RTX 3050,6.0,3.2,16,512,8,,Yok,Windows
Macbook Pro M3 Pro 36 512 Ssd 16 Inç Gümüş Mrw63tu/a,https://www.trendyol.com/apple/macbook-pro-m3-pro-36-512-ssd-16-inc-gumus-mrw63tu-a-p-777662378?boutiqueId=61&merchantId=113750,,89899,777662378,Apple,Ofis - İş,16 inç,3024 x 1964,,IPS,120,Dahili,Dahili Ekran Kartı,1.0,,36,512,12,,Yok,Mac Os
Nitro 5 I7-12650h 32 1 Ssd Rtx 4060-8 15.6'' 165 Ips Freedos Nh.qm0ey.00b 325,https://www.trendyol.com/acer/nitro-5-i7-12650h-32--1--ssd-rtx-4060-8--15-6-165-ips-freedos-nh-qm0ey-00b-325-p-871171958?boutiqueId=61&merchantId=107007,12650H,47850,871171958,ACER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,165,Harici,Nvidia GeForce RTX 4060,8.0,,32,1,10,,,Free Dos (İşletim Sistemi Yok)
"Vivobook 15 Intel Core I5 1235U 24 1 SSD 15.6"" Taşınabilir Bilgisayar 15.6"" Win11 PCS",https://www.trendyol.com/asus/vivobook-15-intel-core-i5-1235u-24--1-ssd-15-6-tasinabilir-bilgisayar-15-6-win11-pcs-p-790067859?boutiqueId=61&merchantId=334898,1235U,20599,790067859,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,60,Dahili,Intel XE Graphics,1.0,,24,1,10,2,Yok,Windows
"Thin 15 B12UC-1891TR I5-12450H 16 512 SSD RTX3050 Windows 11 Home 15.6"" Full Hd Gaming Laptop",https://www.trendyol.com/msi/thin-15-b12uc-1891tr-i5-12450h-16--512--ssd-rtx3050-windows-11-home-15-6-full-hd-gaming-laptop-p-881455731?boutiqueId=61&merchantId=339221,12450H,31699,881455731,MSI,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,144,Harici,Nvidia GeForce RTX 3050,4.0,,16,512,8,,,Windows
"V15 G4 IRU Intel Core i5-13420H 16 512 SSD 15.6"" FHD Freedos 83A100A4TR",https://www.trendyol.com/lenovo/v15-g4-iru-intel-core-i5-13420h-16-512-ssd-15-6-fhd-freedos-83a100a4tr-p-799605985?boutiqueId=61&merchantId=114271,,18999,799605985,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,Intel UHD Graphics,1.0,4.6,16,512,8,1.5,Yok,Free Dos (İşletim Sistemi Yok)
"Macbook Pro M3 14"" Uzay Gri 8 512 Ssd MTL73TU/A",https://www.trendyol.com/apple/macbook-pro-m3-14-uzay-gri-8-512-ssd-mtl73tu-a-p-777662344?boutiqueId=61&merchantId=732265,,57939,777662344,Apple,Ofis - İş,14 inç,3024 x 1964,,,120,Dahili,Dahili Ekran Kartı,1.0,,8,512,8,2,Yok,Mac Os
"LOQ/Ryzen 7 7435HS/24 RAM/512 SSD/RTX 4050 6/15.6\"" FHD/W11/Laptop 83JC00ERTR",https://www.trendyol.com/lenovo/loq-ryzen-7-7435hs-24--ram-512--ssd-rtx-4050-6-15-6-fhd-w11-laptop-83jc00ertr-p-929619511?boutiqueId=61&merchantId=108574,2200.0,47064.8,929619511,LENOVO,,,,,IPS,,,Adreno GPU,,4.5,128,500,,3.1,,
255 G10 Ryzen5 7530U 8 RAM 512 SSD 15.6'' FHD W11H Uma Gümüş Notebook B2Nc8Es,https://www.trendyol.com/hp/255-g10-ryzen5-7530u-8-ram-512-ssd-15-6-fhd-w11h-uma-gumus-notebook-b2nc8es-p-902377836?boutiqueId=61&merchantId=107870,7530U,14999,902377836,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,,1.0,4.5,8,512,,2,,Windows
255 G10 3Z6C7ES Ryzen 5 7530U 16 512 SSD 15.6 FHD FreeDOS Notebook,https://www.trendyol.com/hp/255-g10-3z6c7es-ryzen-5-7530u-16-512-ssd-15-6-fhd-freedos-notebook-p-938434982?boutiqueId=61&merchantId=887980,1000M,15999,938434982,HP,Ofis - İş,15.6 inç,1920 x 1080,FHD+,,60,Dahili,Intel Iris Pro Graphics,1.0,,8,256,10,,,Free Dos (İşletim Sistemi Yok)
"15"" MacBook Air: Apple M4 chip with 10-core CPU and 10-core GPU. 16. 512 SSD - Gök Mavisi",https://www.trendyol.com/apple/15-macbook-air-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-16-512-ssd-gok-mavisi-p-904728378?boutiqueId=61&merchantId=355135,Apple M4,60799,904728378,Apple,Ofis - İş,15.6 inç,2880 x 1800,Ultra HD 4K (UHD),,60,Dahili,Dahili Ekran Kartı,1.0,,16,512,10,,,Mac Os
"Thinkpad E14 20ra003wtx I5-10210u 16 256 Ssd 14"" Freedos Full Hd Notebook - Outlet",https://www.trendyol.com/lenovo/thinkpad-e14-20ra003wtx-i5-10210u-16--256--ssd-14-freedos-full-hd-notebook-outlet-p-898912905?boutiqueId=61&merchantId=691754,10210U,14795.5,898912905,LENOVO,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),IPS,300,Dahili,Intel UHD Graphics,1.0,,16,256,4,,,Windows
"Vivobook 15 X1504VA-NJ104T1 Intel Core i5-1335U 16 512 SSD 15.6"" FHD IPS Panel Freedos Laptop",https://www.trendyol.com/asus/vivobook-15-x1504va-nj104t1-intel-core-i5-1335u-16-512-ssd-15-6-fhd-ips-panel-freedos-laptop-p-926700564?boutiqueId=61&merchantId=104683,1335U,15889,926700564,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,16,512,10,1.3,Yok,Free Dos (İşletim Sistemi Yok)
